site.plot,Hydrogroup,HSG_2,lat,lon,site,B,plot,rep,siteB,site.plot.rep,depth,count_n,count_y,count_c,count_h,count_obs,frac_farmed,last_yr_y,first_yr_n,last_yr_farmed,last_yr_range,sample.type,date.collected,smpl.yr,YSF,treatment,BD,MC60,WEPw,TP.ign,HCl.Pi,HCl.Po,LOI,Ox.P,Ox.Al,Ox.Fe,Ox.Mn,Ox.PSR,Ox.SPSC,sand,silt,clay,texture,fines,Ox.PSC,Ox.DPS,Ox.P2Fe,WFPS,Ox.P2Al,Ox.Al2Fe,HCl.PSR,MM.P,MM.P.ICP,MM.K,MM.Mg,MM.Ca,MM.Al,MM.B,MM.Cu,MM.Fe,MM.Mn,MM.Na,MM.S,MM.Zn,IP2TP,prior,farm_group,site_ID,study,FF,TP,Pi,Po,Pi2TP,OBJECTID,IDN,sample_date,project,Land_Use,LU_HSG,Transect,TPMD,TOP,Total_Inorganic,F__N,F__C,pH,TEXTURE,HSG,Al,Ca,Cu,Fe,K,Mg,Mn,Na,S,F39,F40,F41,F42,Value,sampledate,sample_yr
NA,D,D,44.911203,-72.927236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.046400299541119995,700,1760,4405.0455999999995,439.80000000000007,0.15697713608874236,326.587429140207,36.56666666666667,46.833333333333336,16.599999999999998,NA,NA,4459.248126455026,NA,NA,NA,NA,NA,NA,7.896333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTK-F,Perillo,1,1089.9950000000001,710.6700403555345,379.32495964446565,0.6519938535089926,29,13,20150626,USGS-VWRLSC-2014,Corn,Corn_C,Interior,1089.9950000000001,379.32495964446565,710.6700403555345,0.25379414699999997,2.6914326880000004,6.896666666666667,Loam,C,24830.37,4637.483666666667,30.353516666666668,22911.03,5856.578333333334,6219.5199999999995,700.6300000000001,427.72883333333334,456.49690000000004,NA,NA,NA,NA,1,2015-06-26,2015
NA,C,C,44.900131,-72.928517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.03485614076265333,1101.3333333333333,3065.333333333333,4560,111.33333333333334,0.18222704434046672,290.02904526548895,72.39999999999999,20.8,6.8,NA,NA,6043.742504409171,NA,NA,NA,NA,NA,NA,15.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CSK-F,Perillo,1,1178.7106666666666,930.8035207665095,247.9071459001572,0.7896793904468296,25,9,20150727,USGS-VWRLSC-2014,Corn,Corn_C,Interior,1178.7106666666666,247.9071459001572,930.8035207665095,0.204948538,2.0218179096666664,6.363333333333333,Loamy sand,C,9522.636666666667,1496.97,28.49,14831.333333333334,769.86,3055.7700000000004,299.27000000000004,155.74666666666667,415.03000000000003,NA,NA,NA,NA,4,2015-07-27,2015
NA,B/D,D,44.848025,-72.7371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,0.028007586552893336,88.6,474.20000000000005,2196,165.79999999999998,0.050338200295258276,316.60084353022665,72.2,12.033333333333333,15.800000000000002,NA,NA,1760.094708994709,NA,NA,NA,NA,NA,NA,0.7553333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FSH-F,Perillo,0,482.9676666666667,405.5219822607908,77.4456844058758,0.8396462335866324,3,21,20150624,USGS-VWRLSC-2014,Forest,Forest_A,Interior,482.9676666666667,77.4456844058758,405.5219822607908,0.13421114633333334,1.6245699856666667,5.246666666666667,Sandy loam,A,10973.82,2936.1465,14.412813333333332,20129.616666666665,1383.2745,4268.117333333333,498.92203333333333,216.46456666666666,182.30506666666668,NA,NA,NA,NA,5,2015-06-24,2015
Sa.2,D,D,43.87,-73.1809,Sa,2,2,NA,Sa2,Sa.2.,0-10cm,10,0,0,0,10,0,NA,1993,1993,pre-1993,surface plots,NA,2018.56111111111,25.5611111111111,CTRL,0.167186087251036,0.781662713053386,0.298285573766883,1780,200.390625,1579.609375,0.645945945945946,500.199999999999,3340,6840,100,0.06563233512564075,1254.327317804843,NA,NA,NA,NA,NA,7621.243386243386,0.131264670251281,0.132103376721373,0.13948298507879,0.130436546262314,1.01277886073207,0.0262936918353391,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11257900280898876,"uncertain
(unfarmed since 1995)",<25%,Sa.2,Wiegman,0,1780,200.390625,1579.609375,0.11257900280898876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCD.AS,B/D,D,43.7800805555556,-73.0948944444444,OCD,AS,AS,2,OCDAS,OCD.AS.2,0-10cm,2,7,0,0,9,0.777777777777777,2020,2003,2020,2020-2003,intact cores,NA,2021.525,1.52500000000009,CTRL,0.8955552829,0.3189068734090863,2.045482221018382,801.0710729871143,415.4420944321039,385.62897855501376,0.06926176966155576,348.1142595287267,1084.1711057861207,2755.2775898630016,54.57200768202182,0.1250173259810333,291.4019306299891,27.2,65.3,7.5,Silt loam,72.8,2770.031998915369,0.25003465196206526,0.22696112056962942,0.4672949768679736,0.27833291842940705,0.8161966955657333,0.14914020385047397,3.780219678273085,6.963388504129721,48.803596195405795,106.14282330637285,1218.60068931238,26.459999811578914,0.14723594688037095,0.6375377218742326,25.805672340763877,5.47535688298322,23.92589923727254,10.063504996238574,1.9182305868183047,0.5186082838854256,hay/pasture,>75%,OCD.AS,Wiegman,0.777777777777777,801.0710729871143,415.4420944321039,385.62897855501046,0.5186082838854256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LC.4,C/D,D,44.29478,-73.1744,LC,NA,4,N,LC,LC.4.N,0-10cm,7,2,0,0,9,0.222222222222222,2003,2006,2003,2003-2006,intact cores,2019-07-10T00:00:00Z,2019.51944444444,16.5194444444443,CTRL,0.7928191071559576,0.34717781097317046,0.13458785682928945,691.6194715049146,241.5244220336967,450.0950494712178,0.14003664954894698,251.2055792544046,1913.3008005700192,2063.4749698541905,61.9098075243917,0.07536885407556965,517.0376918709703,15.4849999999999,49.515,35,Silty clay loam,84.5150000000001,3339.0335579084067,0.1507377081511388,0.21916179224628127,0.4138214442110712,0.11494272417195403,1.9245054654123561,0.07238369204929787,2.7012930365725794,5.8622688521181265,114.34078839402099,824.8948183766656,2924.7620701141195,11.361172234262922,0.29702416845944035,2.615885203816412,7.824169179216082,12.845818704564163,14.227051359975688,15.027018090355792,3.668703924375593,0.3492157638479391,hay/pasture,<25%,LC.4,Wiegman,0.222222222222222,691.6194715049146,241.5244220336967,450.09504947121786,0.3492157638479391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCSP.1,C,C,43.91835,-73.1754,OCSP,NA,1,S,OCSP,OCSP.1.S,0-10cm,8,1,0,0,9,0.111111111111111,1995,2003,1995,1995-2003,intact cores,2019-07-09T00:00:00Z,2019.51944444444,24.5194444444443,CTRL,0.4995656417748895,0.5156780704858909,0.7904693459190218,1132.504376496994,384.35445985438884,748.1499166426051,0.16161881854472931,729.1310544852801,2445.1383510113724,4302.93385356203,113.78146367368274,0.14076375048242662,464.1968300640889,2.92999999999999,84.57,12.5,Silt loam/Silt,97.07000000000001,5189.362310044419,0.28152750096485263,0.3065237105312907,0.3499560801738021,0.26030999626325724,1.1778119518353265,0.07499101426252087,4.3564536076788025,12.096236015520951,63.00184953334143,168.0153180486052,2247.3565171070877,49.71273876136092,0.2566847993464846,1.6254895823550926,167.79196666905128,51.11206276524908,44.92230049729202,43.91280893903531,4.625387586031115,0.3393845249792808,hay/pasture,<25%,OCSP.1,Wiegman,0.111111111111111,1132.504376496994,384.35445985438884,748.1499166426051,0.3393845249792808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,not rated,not rated,44.909256,-72.981822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1995,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,0.06353668367588,158.16,1065.6,3316.8,233.88,0.05169383632215108,546.1959640576958,29.599999999999998,48.26666666666667,22.133333333333336,NA,NA,3059.552380952381,NA,NA,NA,NA,NA,NA,0.9772993333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FSS-F,Perillo,0,372.8468,309.4257477819488,63.42105221805119,0.829900505467524,49,23,20150525,USGS-VWRLSC-2014,Forest,Forest_D,Interior,372.8468,63.42105221805119,309.4257477819488,0.173464496,3.6854224870000003,6.04,Loam,D,18266.22333333333,5009.5,22.279999999999998,20635.396666666667,3350.7833333333333,5779.973333333332,473.85999999999996,220.7966666666667,445.40333333333336,NA,NA,NA,NA,8,2015-05-25,2015
NA,D,D,44.910706,-72.928308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2015,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.07211422869324,601.224,2286.824,4734.4400000000005,220.48000000000002,0.11459605220808088,606.5924922962774,22.2,44.06666666666666,33.76666666666667,NA,NA,5246.463455026455,NA,NA,NA,NA,NA,NA,15.118333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HTK-F,Perillo,1,1175.1883333333333,688.0783726502323,268.7032312712031,0.5855047681579256,55,39,20150626,USGS-VWRLSC-2014,Hay,Hay_D,Interior,1175.1883333333333,268.7032312712031,688.0783726502323,0.35014557533333335,4.182959901,7.338333333333334,Clay loam,D,23594.103333333333,8042.954000000001,40.55272,24312.773333333334,4752.512333333333,5672.081333333333,605.9679,367.3675333333333,624.5397666666667,NA,NA,NA,NA,1,2015-06-26,2015
Ke.1,B/D,D,43.81,-73.1497,Ke,1,1,1,Ke1,Ke.1.1,0-10cm,7,2,0,0,9,0.222222222222222,2003,2006,2003,2003-2006,surface plots,NA,2018.68333333333,15.6833333333333,CTRL,0.507265712721704,0.5022495925351907,NA,1247.8787347822665,503.2696946317787,744.609040150492,0.13106692711357115,731.0285130783692,1770.840694686623,2454.233407097493,66.4411043336897,0.21637206044104731,46.95345229098769,5.30500000000003,84.6949999999999,10,Silt,94.69499999999996,3391.78095748451,0.4327441208820938,0.5493464190970537,0.4865061386278136,0.35924081333542784,1.521256515878615,0.14898000054056704,7.600747938319975,13.280222664807773,25.717157362806375,93.60734243972142,1138.5150510483188,100.44664022461528,0.1416063955117327,0.8124095932675992,183.81025924337885,16.92015450193982,145.0734745577067,27.570164151243393,1.3239494529755942,0.4033001609884719,hay/pasture,<25%,Ke.1,Wiegman,0.222222222222222,1247.8787347822665,503.2696946317787,744.6090401504878,0.4033001609884719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LC.1,C/D,D,44.29419,-73.1741,LC,NA,1,S,LC,LC.1.S,0-10cm,7,2,0,0,9,0.222222222222222,2003,2006,2003,2003-2006,intact cores,2019-07-10T00:00:00Z,2019.51944444444,16.5194444444443,CTRL,0.5355379905054575,0.41278781991852787,0.26452739445637735,716.1776695983255,303.6861731636264,412.49149643469883,0.17060145332079285,298.0702991964012,2014.5756178315025,2869.372536103951,29.073672734050227,0.076725126047848,598.8320192805955,19.8449999999999,50.155,30,Silty clay loam,80.1550000000001,3901.4339188323383,0.15345025209569496,0.1867397727168307,0.4535048332302016,0.13219595163585063,1.4703100286545652,0.07797272519955831,3.3776779980396023,8.567797674836424,141.77913146398535,743.0527781412355,2807.351756891604,18.89496357733961,0.3067509322401612,1.074208654962404,46.70110051510361,13.727625964887197,32.560696815139465,24.754068160534292,3.045017777857163,0.424037478484845,hay/pasture,<25%,LC.1,Wiegman,0.222222222222222,716.1776695983255,303.6861731636264,412.49149643469906,0.424037478484845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC.2,B/D,D,44.56708,-73.15875,MC,NA,2,2,MC,MC.2.2,0-10cm,7,3,0,0,10,0.3,2004,2006,2004,2004-2006,intact cores,2019-07-30T00:00:00Z,2019.58333333333,15.5833333333332,CTRL,0.390448873404657,0.48717495352110457,0.5245181237549361,1069.4322469731012,685.472053483186,383.96019348992013,0.15139905533603815,741.2439847098393,1417.0094549555824,9775.720160948349,245.70343508168563,0.1086406363051624,855.7032512974539,3.795,77.455,18.75,Silt loam,96.205,7038.496156426361,0.21728127261032434,0.1459872849222833,0.23372198965518962,0.45550201596911366,0.33230546190979393,0.09869608042184629,2.778053490603006,8.642826438266772,95.54781350952815,301.7442768226355,2105.8090545980463,34.21018140009058,0.30934914350039555,1.7102189722004746,96.2494465107005,51.652804620857424,104.1718863113428,41.69634211367801,3.491098901070253,0.6409681916954831,hay/pasture,>25% & <75%,MC.2,Wiegman,0.3,1069.4322469731012,685.472053483186,383.96019348991524,0.6409681916954831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sa.3,A/D,D,43.87,-73.1795,Sa,3,3,3,Sa3,Sa.3.3,0-10cm,10,0,0,0,10,0,NA,1993,1993,pre-1993,intact cores,NA,2018.58055555555,25.5805555555555,CTRL,0.3173089369802845,0.7033606771681306,NA,1047.6220349899456,427.81905886422214,619.8029761257275,0.23271151763042539,603.9483552329913,1908.4890362100055,3640.517917536302,114.58000279759933,0.14755568218439521,347.7091782598878,2.83999999999998,80.91,16.25,Silt loam,97.160000000000025,4206.514857036015,0.29511136436879004,0.3132261103673543,0.2720461675765549,0.27989973558969256,1.1009415262429483,0.1086385134803214,4.588904991556213,15.031573898167318,99.28750495190013,348.49817896294803,3249.169306193643,71.18462379159604,0.24246628895243744,0.952312427258345,131.4501609017034,76.21635651028691,72.75515043596891,263.63317556231004,11.29071573448873,0.40837157350201025,"uncertain
(unfarmed since 1995)",<25%,Sa.3,Wiegman,0,1047.6220349899456,427.81905886422214,619.8029761257235,0.40837157350201025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OCD.3,B/D,D,43.78183,-73.0958,OCD,NA,3,N,OCD,OCD.3.N,0-10cm,9,0,0,0,9,0,NA,1993,1993,pre-1993,intact cores,2019-07-09T00:00:00Z,2019.51944444444,26.5194444444443,CTRL,0.601149585303769,0.3905857887044659,0.16039939923165603,1205.8454437076275,357.26235206822867,848.5830916393994,0.2038352154967034,612.4947369127353,2015.5275406778915,6809.386749176255,805.9039336795619,0.10097601030613763,786.2413267494733,2.96999999999997,88.28,8.75,Silt,97.03000000000003,6083.606163807768,0.20195202061227494,0.16327088420477898,0.3282334828949217,0.26489991963922577,0.6152291666009443,0.05890292189971981,3.0637543020787925,8.607105124675366,74.3701001864197,290.58302156310856,1866.4597098254292,24.389486835778527,0.1441483858768007,0.6784213415457222,15.17562358916961,72.25539714726926,40.04997962557835,16.508981484188087,1.9383860820711512,0.2962754090356305,"uncertain
(unfarmed since 1995)",<25%,OCD.3,Wiegman,0,1205.8454437076275,357.26235206822867,848.5830916393988,0.2962754090356305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sa.1,A/D,D,43.86,-73.1805,Sa,1,1,NA,Sa1,Sa.1.,0-10cm,10,0,0,0,10,0,NA,1993,1993,pre-1993,surface plots,NA,2018.56111111111,25.5611111111111,CTRL,0.185440430015859,0.713697931546978,1.52510720785604,1897.5,66.25,1831.25,0.706827309236947,696.8,4420,15380,203.999999999999,0.05127773629939969,2431.537500523763,NA,NA,NA,NA,NA,13588.743386243386,0.102555472598799,0.0818423591593607,0.142306722989915,0.137305502846299,0.596060299571352,0.00487535882582553,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03491436100131752,"uncertain
(unfarmed since 1995)",<25%,Sa.1,Wiegman,0,1897.5,66.25,1831.25,0.03491436100131752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC.4,B/D,D,44.5665,-73.15719,MC,NA,4,0,MC,MC.4.0,0-10cm,7,3,0,0,10,0.3,2004,2006,2004,2004-2006,surface plots,2019-07-30T00:00:00Z,2019.58333333333,15.5833333333332,CTRL,0.630123667764574,0.342999171499585,0.25434,791.29815,563.487653061224,227.810496938775,0.928848015488868,423.950199923114,723.057910621182,3269.96447886828,239.431530143597,0.16056673021542295,183.89582972211582,NA,NA,NA,NA,NA,2640.33650902852,0.321133460430846,0.234206067800103,0.283556728311075,0.510674100782481,0.458621393646634,0.213415089756325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7121053588476405,hay/pasture,>25% & <75%,MC.4,Wiegman,0.3,791.29815,563.487653061224,227.81049693877594,0.7121053588476405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CVH.F,B,B,44.2636194444444,-73.0684694444444,CVH,F,F,2,CVHF,CVH.F.2,0-10cm,2,9,0,0,11,0.818181818181818,2018,1993,2018,2018-1993,intact cores,NA,2021.525,3.52500000000009,CTRL,0.7550116930999999,0.3247234291591313,19.299888448329433,1766.516939090796,1463.5513630329995,302.965576057791,0.09930813733804562,1007.308791218171,987.5579893994956,2675.066646023111,131.91137411257438,0.3858117522659307,-406.8383971761418,48.7,47.6,3.8,Loam,51.3,2614.703341480733,0.7716235045318592,0.6820745069815276,0.36380624448306215,0.8887335888475172,0.7667996099022741,0.5614165568417296,63.462497017110735,70.65771748582473,333.61005057657235,258.3937244370633,2785.5624920966375,7.088474097098718,0.5592296275364799,0.9680740688411995,5.180998262190358,5.365017378096415,7.832665351535469,11.056172936791693,4.156368606396356,0.828495516032963,hay/pasture,>75%,CVH.F,Wiegman,0.818181818181818,1766.516939090796,1463.5513630329995,302.9655760577966,0.828495516032963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Go.Fa,C/D,D,43.94186,-73.16339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Go.Fa,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De.4,B/D,D,43.78,-73.0969,De,4,4,NA,De4,De.4.,0-10cm,9,0,0,0,9,0,NA,1993,1993,pre-1993,surface plots,NA,2018.55833333333,25.5583333333333,CTRL,0.35558576554436,0.509255295035736,0.452088136680932,1257.5,427.016129032258,830.483870967742,0.199095022624434,570.6,1692,4420,135.8,0.1299934366473744,439.919376206484,NA,NA,NA,NA,NA,4389.452380952381,0.259986873294748,0.233203911837687,0.209148120571295,0.293719972546328,0.793966817496229,0.0972823240742409,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33957545052267035,"uncertain
(unfarmed since 1995)",<25%,De.4,Wiegman,0,1257.5,427.016129032258,830.483870967742,0.33957545052267035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ML.FE,C/D,D,44.9918321,-72.87202853,ML,FE,FE,NA,MLFE,ML.FE.,0-10cm,9,4,0,0,13,0.307692307692307,2015,2003,2015,2015-2003,surface plots,NA,2020.77222222222,5.77222222222212,CTRL,0.545575934323029,0.503855125625456,0.156545028456645,900.554950166113,167.182173913043,733.372776253069,0.186046511627911,384.333552553637,1486.23809969047,2813.93118213373,NA,0.11774443699555846,367.12011125069296,NA,NA,NA,NA,NA,3264.1334262622936,0.235488873991116,0.246729547016459,0.34615730443143,0.225227792563921,1.09546670154588,0.0512179350782484,3.03,8.51,158.17,174.84,1839.545,65.685,0.125,0.3,41.48,16.81,23.095,21.595,2.8,0.18564350113472275,hay/pasture,>25% & <75%,ML.FE,Wiegman,0.307692307692307,900.554950166113,167.182173913043,733.37277625307,0.18564350113472275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sa.3,A/D,D,43.87,-73.1795,Sa,3,3,1,Sa3,Sa.3.1,0-10cm,10,0,0,0,10,0,NA,1993,1993,pre-1993,surface plots,NA,2018.68333333333,25.6833333333333,CTRL,0.231806070450297,0.7597738171311468,NA,1016.0779281884637,368.25686535852554,647.8210628299414,0.30238629347222495,567.2835959028187,1873.9963170674105,3467.8781847833548,102.96670419425892,0.14816426218184423,334.0582336524031,2.83999999999998,80.91,16.25,Silt loam,97.160000000000025,4071.343681939611,0.30096984356466705,0.2885064257544226,0.19543721516350704,0.3789172181204221,0.8199009689756983,0.08499024172079672,4.7473249317126935,15.301799396471182,97.58552918013196,359.93267930114445,3357.8466549897494,70.51625445388414,0.25114499041976346,0.9725375018987705,125.33373671787764,79.07395352191513,73.6238363133627,257.5301899104075,11.74258006321195,0.3624297459300983,"uncertain
(unfarmed since 1995)",<25%,Sa.3,Wiegman,0,1016.0779281884637,368.25686535852554,647.8210628299382,0.3624297459300983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,B/D,D,44.984611,-72.386319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,2012,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0.044262468414626666,456,1474.4,4520,500.79999999999995,0.10870154725396917,509.7471166407634,26.366666666666664,62.5,11.1,NA,NA,4194.972486772486,NA,NA,NA,NA,NA,NA,1.5733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCG-F,Perillo,0.75,807.4680333333334,582.3363471277412,225.13168620559222,0.7211881128269323,19,48,20150706,USGS-VWRLSC-2014,Wetland,Wetland_B,Interior,807.4680333333334,225.13168620559222,582.3363471277412,0.196403462,2.5674285623333333,6.023333333333333,Silt loam,B,18605.286666666667,4629.572666666667,25.091993333333335,25628.983333333337,2531.346666666667,8253.843666666668,930.6178,234.30343333333334,376.34116666666665,NA,NA,NA,NA,5,2015-07-06,2015
Go.Ac,A/D,D,43.92689,-73.16492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Go.Ac,Wiegman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke.1,B/D,D,43.80918,-73.15,Ke,1,1,1,Ke1,Ke.1.1,0-10cm,7,2,0,0,9,0.222222222222222,2003,2006,2003,2003-2006,surface plots,NA,2018.68333333333,15.6833333333333,CTRL,0.507265712721704,0.5022495925351907,NA,1247.8787347822665,503.2696946317787,744.609040150492,0.13106692711357115,731.0285130783692,1770.840694686623,2454.233407097493,66.4411043336897,0.21637206044104731,46.95345229098769,5.30500000000003,84.6949999999999,10,Silt,94.69499999999996,3391.78095748451,0.4327441208820938,0.5493464190970537,0.4865061386278136,0.35924081333542784,1.521256515878615,0.14898000054056704,7.600747938319975,13.280222664807773,25.717157362806375,93.60734243972142,1138.5150510483188,100.44664022461528,0.1416063955117327,0.8124095932675992,183.81025924337885,16.92015450193982,145.0734745577067,27.570164151243393,1.3239494529755942,0.4033001609884719,hay/pasture,<25%,Ke.1,Wiegman,0.222222222222222,1247.8787347822665,503.2696946317787,744.6090401504878,0.4033001609884719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sa.3,A/D,D,43.86691,-73.18,Sa,3,3,2,Sa3,Sa.3.2,0-10cm,10,0,0,0,10,0,NA,1993,1993,pre-1993,intact cores,NA,2018.58055555555,25.5805555555555,CTRL,0.2366892487619835,0.7523980487345651,NA,991.3280050893472,461.9778305739764,529.3501745153716,0.2890164108539944,703.3873435501064,1752.6074361187839,2642.6376708995854,72.59654537534766,0.20393317915695144,91.33431519204069,2.83999999999998,80.91,16.25,Silt loam,97.160000000000025,3475.141692887012,0.36948238582927634,0.45120737582040726,0.22110518446929572,0.3348032538933563,1.3190262596964455,0.12996833437075278,4.5041985177707495,14.887085464036932,100.19754421812112,342.38419986290177,3191.05998619404,71.54199805728493,0.23782582388467036,0.9414981651575893,134.7205871136831,74.68841144152975,72.29066776144845,266.89641624795416,11.049105783886734,0.4660191462384228,"uncertain
(unfarmed since 1995)",<25%,Sa.3,Wiegman,0,991.3280050893472,461.9778305739764,529.3501745153708,0.4660191462384228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QuH.1,D,D,43.8,-73.1164,QuH,1,1,NA,QuH1,QuH.1.,0-10cm,8,1,0,0,9,0.111111111111111,1993,2003,1993,1993-2003,surface plots,NA,2018.53055555555,25.5305555555555,CTRL,0.151312042753429,0.681341561615057,1.01363704575423,1185,212.068965517241,972.931034482758,0.357837151867133,477.4,2400,5820,110.2,0.07986828565548466,898.6757942344335,NA,NA,NA,NA,NA,5977.341269841269,0.159736571310969,0.148178694158075,0.109338277108493,0.17325,0.85528827796869,0.0354788117230711,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17896115233522447,hay/pasture,<25%,QuH.1,Wiegman,0.111111111111111,1185,212.068965517241,972.9310344827591,0.17896115233522447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
